Name,Address,Year,Keywords,Latitude,Longitude,Belongs_to_Berlin,matched_styles,matched_types
Laubenganghaus in Berlin-Siemensstadt (Ringsiedlung),Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg-Nord(Großsiedlung Siemensstadt) Jungfernheideweg,1929–1930,2-Raum 4-geschossig einhüftig Flachdach Geschosswohnung Internationaler Stil Laubengang Mehrfamilienhaus Moderne Siemensstadt Zeile,52.5375537,13.2719323,True,Moderne - Internationaler Stil,Wohngebäude - Einfamilienhaus
Holocaust-Mahnmal,Berlin Bezirk Mitte Mitte Cora-Berliner-Straße1;Behrenstraße;Ebertstraße,,unterirdisch Wettbewerb Gedenkstätte Bepflanzung,52.51457569999999,13.3773594,True,,Öffentliche Gebäude - Gedenkstätte
Kunst-Werke Berlin (KW),Berlin Bezirk Mitte Mitte Auguststraße69,1998–9.1999,Denkmalschutz Ausstellungsgebäude Künstleratelier Umnutzung,52.519444,13.406667,True,,Freizeiteinrichtungen - Ausstellung
Konrad-Adenauer-Stiftung,Berlin Bezirk Mitte Tiergarten Tiergartenstraße35,1994–1998,Bürogebäude Solitär Veranstaltung Form: Quader,52.5091973,13.3526819,True,,Freizeiteinrichtungen - Veranstaltung
Alte Kommandantur Unter den Linden,Berlin Bezirk Mitte Mitte Unter den Linden1,2001–2003,Neorenaissance Palais Walmdach risalit Fassade Frührenaissance Rekonstruktion Kalksandstein Sandstein Putz Wiederaufbau,52.519444,13.406667,True,Renaissance - Renaissance,Öffentliche Gebäude - Palast
Mensa der FU Berlin,Berlin Bezirk Steglitz-Zehlendorf Dahlem Van't-Hoff-Straße 6,1952–1953,Mensa Universitätsgebäude,52.446953,13.2831591,True,,
Indische Botschaft,Berlin Bezirk Mitte Tiergarten Tiergartenstraße16-17,1998,"Sandstein Putz Atrium Atrium Freitreppe Sandstein Kalkstein Auslandsvertretung Botschaft Bürogebäude Wettbewerb, 1. Preis",52.5101466,13.3652563,True,,Öffentliche Gebäude - Auslandsvertretung
Artistensporthalle,Berlin Bezirk Pankow Prenzlauer Berg Hosemannstraße; Schieretzstraße,1995,Farbigkeit Sportanlage Sporthalle,52.5463349,13.4381658,True,,Sonstige Gebäude - Sportanlage
Viktoria-Stadt-Areal,Berlin,1988,Dekonstruktivismus Stadtplanung,52.52000659999999,13.404954,True,Moderne - Konstruktivismus,Öffentliche Gebäude - Stadtplanung
"Stadtvilla an der Rauchstraße, Haus 5+6",Berlin Bezirk Mitte Tiergarten Stülerstraße2/4,1983–1985,Eingangsgebäude Garten IBA 1984 (Berlin) Innenhof Postmoderne Wohnanlage Torsituation,52.50929559999999,13.3491557,True,Moderne - Postmoderne,Öffentliche Gebäude - Regierungsgebäude
Interbau-Bauteil (Wohnhaus),Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Händelallee59,1957,IBA 1957 (Interbau) Mehrfamilienhaus,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
Wohnhaus für Alleinstehende,Berlin Bezirk Charlottenburg-Wilmersdorf Westend Kaiserdamm25,1928–1929,facciate finestre copertura torre Appartement Baulücke Blockrandbebauung Ecke Eckhaus Flachdach Geschosswohnung Internationaler Stil Lage: Stadt Loggia Mehrfamilienhaus Satteldach Putzfassade Fassadengestaltung,52.51031320000001,13.2824723,True,Moderne - Internationaler Stil,Öffentliche Gebäude - Altstadt
katholische Gedenkkirche Maria Regina Martyrium,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg-Nord Heckerdamm230-232,1960–1963,"römisch-katholischen evangelischen Patrozinium Maria Pfarrkirche Benediktiner Heiligen Geistes Lokalie SJ Sichtbetonplatten brutalistischer bronzener Gottesmutter Sichtbetonwände Granit Jesus Christus Heiligen Geistes Orgel- und Sängerempore Krypta Maria Christus Maria Petrus Kirche Glaubensrichtung: katholisch Ensemble Platz Kirchturm, freistehend Klosterkirche Gedenkkirche Stilelemente römisch-katholisch",52.5399746,13.297951,True,,Öffentliche Gebäude - Palast
Siedlung Haselhorst,Berlin Bezirk Spandau Haselhorst Burscheider Weg,ca. 1927,Wohnanlage Wettbewerb,52.5443918,13.237003,True,,
Universitäts-Frauenklinik,Berlin Bezirk Mitte Mitte(Spandauer Vorstadt) Ziegelstraße 14/15; Tucholskystraße 2,1928–1932,"Eckhaus Quadratfenster Stromlinienform Krankenhaus Lochfassade Ecke, rund",52.5231552,13.3921,True,,
Grabmal Albert Mendel,Berlin Bezirk Pankow Weißensee Herbert-Baum-Straße 45; Indira-Ghandi-Straße,1923,Grabmal Travertin Steinkonstruktion,52.54537939999999,13.4583523,True,,
Haus Eichstädt,Berlin Bezirk Steglitz-Zehlendorf Nikolassee Dreilindenstraße 30,1921–1923,Einfamilienhaus Frühwerk,52.4214817,13.1918368,True,,Wohngebäude - Einfamilienhaus
Einfamilienhaus am Fischtalgrund (Gagfah-Siedlung),Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Am Fischtal,1928,Einfamilienhaus,52.4472886,13.2588324,True,,Wohngebäude - Einfamilienhaus
Rathaus Nikolassee und Feuerwache,Berlin Bezirk Steglitz-Zehlendorf Nikolassee Alemannenstraße10,1912–1913,Rathaus Walmdach Laterne Barock Heiligen Nikolaus Kassettendecke Feuerwehrhaus Rathaus Baustil Barock,52.4316225,13.1949384,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Feuerwehrhaus
Haus Robert Abrahamson,Berlin Bezirk Steglitz-Zehlendorf Lankwitz Calandrellistraße 45,1928,Einfamilienhaus,52.4414048,13.3375766,True,,Wohngebäude - Einfamilienhaus
Bauakademie,Berlin Bezirk Mitte Mitte Schinkelplatz1;Werderscher Markt,1825–1835,Ziegelfassade architektonischen Moderne Wiederaufbau Bronze Rekonstruktion Museumsinsel Skelettbau modernen Architektur Backsteinbaus Architekturtheoretiker Form: Kubus Hochschule für Architektur Klassizismus Universität Universitätsgebäude,52.515593,13.3987344,True,Antike - Römische Architektur,
Grundschule Drorystraße,Berlin Bezirk Neukölln Neukölln Drorystraße,1997–1998,Grundschule Schule,52.4727922,13.4482282,True,,
Tierärztliche Hochschule,Berlin Bezirk Mitte Mitte Luisenstraße56,1839–1840,Universitätsgebäude Hochschule für Medizin,52.52521249999999,13.3798077,True,,
Studentendorf Schlachtensee,Berlin Bezirk Steglitz-Zehlendorf Nikolassee Wasgenstraße75,1959–1960,denkmalgeschütztes Bauensemble denkmalgeschützte Mensa Rathaus Solitäre Eternitpaneel Denkmalschutz Studentenwohnheim Wohnanlage,52.4340941,13.201018,True,Moderne - Bauhaus,Wohngebäude - Gartenhaus
"Projekt ZED, Berlin",Berlin Bezirk Mitte Mitte Friedrichstraße,1995,Bürogebäude Glasfassade unterirdisch Zeile Energiekonzept Anböschung,52.5147655,13.3891804,True,,
Haus Blumenthal,Berlin Bezirk Steglitz-Zehlendorf Zehlendorf Wilskistraße66,1932,Einfamilienhaus,52.43507719999999,13.2604251,True,,Wohngebäude - Einfamilienhaus
Villa Heinemann,Berlin,1916,Villa,52.52000659999999,13.404954,True,,
Alte Bibliothek,Berlin Bezirk Mitte Mitte Bebelplatz2,1775–1781,Barock Aula Eckrisalit rekonstruiert Bibliothek Frühklassizismus Spätbarock,52.519444,13.406667,True,Barock/Rokoko - Barock,
Spreebogenpark,Berlin Bezirk Mitte Tiergarten Willy-Brandt-Straße,bis 2005,Granitplatten Kalkstein Sichtachse Lage: Fluß Park,52.5215109,13.369435,True,,Freizeiteinrichtungen - Park
Gemeindehaus,Berlin Bezirk Pankow Pankow Hadlichstraße,ca. 1880–1880,,52.5695479,13.4149337,True,,
Hauptgebäude der Technischen Universität Berlin,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Straße des 17. Juni135,1878–1884,Universität Universitätsgebäude Neorenaissance,52.5133394,13.3317915,True,Renaissance - Renaissance,
Landesvertretung Rheinland-Pfalz,Berlin Bezirk Mitte Mitte In den Ministergärten6,1997–ca. 2000,"Bauhausstil Atrium Auslandsvertretung Regierungsgebäude Wettbewerb, 1. Preis",52.5125888,13.3787805,True,Moderne - Bauhaus,Öffentliche Gebäude - Auslandsvertretung
Salamander-Schuhgeschäfte,Berlin Königstraße Berlin Bezirk Mitte Moabit Wilsnacker Straße Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Tauentzienstraße15 Berlin Bezirk Mitte Mitte Friedrichstraße182 Berlin Bezirk Mitte Mitte Potsdamer Straße,ca. 1910,Geschäft Modegeschäft Innenarchitektur,52.5282209,13.3513853,True,Antike - Römische Architektur,
Großgaststätte Ahornblatt,Berlin Bezirk Mitte Mitte Gertraudenstraße; Roßstraße,1971–1973,"Dacheindeckung Organischen Bauens denkmalgeschützten Solitären Restaurant Schalentragwerk, Beton Schalentragwerk, Hyperparaboloid",52.5126686,13.4031969,True,Moderne - Organisches Bauen,Denkmalschutz - Denkmalschutz
Einfamilienhaus,Berlin Bezirk Charlottenburg-Wilmersdorf Grunewald Caspar-Theyß-Straße 12,1928–1929,Einfamilienhaus,52.4918829,13.2891915,True,,Wohngebäude - Einfamilienhaus
Siedlung »Neu-Jerusalem«,Berlin Bezirk Spandau Staaken Heerstraße,ca. 1925,denkmalgeschützte Neuen Bauens Neuen Bauens Doppelhaus Flachdach Internationaler Stil Wohnanlage,52.5232008,13.1475836,True,Moderne - Internationaler Stil,Industriegebäude - Silo
Geschäftshaus »Römischer Hof«,Berlin Bezirk Mitte Mitte Unter den Linden10,2006,Geschäftshaus,52.519444,13.406667,True,,Gewächshäuser und Gärten - Gewächshaus
Wohnanlage,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Methfesselstraße 45/49;Dudenstraße12/14/16/18/20,1954–1955,Eckhaus Mehrfamilienhaus Wohnanlage,52.4855726,13.3831293,True,,Wohngebäude - Einfamilienhaus
ARD-Hauptstadtstudio,Berlin Bezirk Mitte Mitte Wilhelmstraße67a; Reichstagsufer,1995–1998,6-geschossig Blockrandbebauung Bürogebäude Eckhaus Form: geschwungen Lochfassade Rundfunkgebäude Steinplattenfassade,52.518806,13.380489,True,,Öffentliche Gebäude - Rundfunkgebäude
Wohnanlage Ossastraße,Berlin Bezirk Neukölln Neukölln Ossastraße 9-16a; Weichselstraße 24/25; Fuldastraße 37/39,1927–1928,5-geschossig Blockrandbebauung Fensterteilung Lochfassade Mehrfamilienhaus Wohnanlage Putzfassade,52.4844286,13.4334506,True,,Wohngebäude - Einfamilienhaus
Neues Museum - Wiederaufbau,Berlin Bezirk Mitte Mitte(Museumsinsel) Bodestraße,1994–1997,Museum Berliner Museumsinsel,52.519867,13.3987393,True,,Öffentliche Gebäude - Mausoleum
Flak-Türme Berlin,Berlin Bezirk Mitte Tiergarten Tiergarten Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Volkspark Friedrichshain Berlin Bezirk Mitte Gesundbrunnen Volkspark Humboldthain,1942–1944,Betonkonstruktion Militärgebäude Wehrturm Bunker,52.54521090000001,13.3847715,True,,Öffentliche Gebäude - Militärgebäude
"Gestaltung der Kunstausstellung der Programmausstellung »Berge, Menschen und Wirtschaft in Österreich«",Berlin,1939,,52.52000659999999,13.404954,True,,
Bezirksamt Prenzlauer Berg,Berlin Bezirk Pankow Prenzlauer Berg Prenzlauer Alle 63-67; Diesterwegstraße,1886–1889,Bürogebäude Ensemble Öffentliche Verwaltung,52.5408056,13.4286664,True,,Freizeiteinrichtungen - Veranstaltung
Dienstgebäude der Senatsverwaltung für Bau- und Wohnungswesen,Berlin Bezirk Charlottenburg-Wilmersdorf Wilmersdorf Württembergische Straße6,1954–1956,Hochhaus Öffentliche Verwaltung,52.4924797,13.3151703,True,,Freizeiteinrichtungen - Veranstaltung
Wohnhochhaus auf der Interbau,Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Bartningallee11/13,1956–1957,16-geschossig Hochhaus IBA 1957 (Interbau) Mehrfamilienhaus,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
Geschäftshaus Stiller,Berlin Bezirk Mitte Mitte Oranienburger Straße161,1910–1911,Geschäftshaus,52.5248348,13.3935123,True,,Gewächshäuser und Gärten - Gewächshaus
Hauptwerkstatt der Berliner Stadtreinigung,Berlin Bezirk Tempelhof-Schöneberg Tempelhof Ringbahnstraße 88-124,1970–1978,Garage Werkstatt,52.4686896,13.3835358,True,,
Mehrfamilienhaus mit Wohnturm,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Charlottenstraße96-98; Besselstraße,1988,Internationalen Bau­aus­stel­lung 1987 Bauensemble IBA 1984 (Berlin) Lochfassade Mehrfamilienhaus Turm Verschattung 14-geschossig,52.5045432,13.3944358,True,Moderne - Internationaler Stil,Öffentliche Gebäude - Turm
Stern-Hochhaus,Berlin,,Bürogebäude Hochhaus Verlagsgebäude,52.52000659999999,13.404954,True,,Öffentliche Gebäude - Regierungsgebäude
Kammergericht,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Hallesches Ufer62,1989,5-geschossig Block Durchdringung Gerichtsgebäude Innenhof zweihüftig Wettbewerb Anbau an Altbau,52.4995452,13.3815432,True,Barock/Rokoko - Barock,Öffentliche Gebäude - Saalbau
Iranische Botschaft,Berlin Bezirk Steglitz-Zehlendorf Dahlem Podbielskiallee67,bis 2005,Kalkstein Oberlichter Freitreppe Bürogebäude,52.4582353,13.2870827,True,,
Umlaufkanal des Instituts für Wasserbau- und Schiffahrtstechnik,Berlin Bezirk Mitte Tiergarten Müller-Breslau-Straße 15,1975–1976,Denkmalschutz Pop-Art Brutalismus Universitätsgebäude,52.5121495,13.3337448,True,Moderne - Brutalismus,Denkmalschutz - Denkmalschutz
Schiller-Denkmal,Berlin Bezirk Mitte Mitte Gendarmenmarkt,1864–1869,Freitreppe Neobarock Bronze Marmor restaurierte Denkmal,52.5132122,13.3925122,True,Barock/Rokoko - Barock,
Markthalle in Berlin (später Großes Schauspielhaus),Berlin Bezirk Mitte Mitte Am Zirkus,1865–1868,expressionistischer gusseiserne Stuckdecke Foyer Glasdach Markthalle Satteldach Gußeisenkonstruktion,52.5228704,13.3866813,True,Moderne - Expressionismus,
Wohnhaus Bolle,Berlin Bezirk Steglitz-Zehlendorf Dahlem Föhrenweg12,1934–1935,Einfamilienhaus,52.4582353,13.2870827,True,,Wohngebäude - Einfamilienhaus
Haus Potsdam (später Haus Vaterland),Berlin Bezirk Mitte Tiergarten Potsdamer Platz,1911–1912,Stahlskelettbau Mischnutzung Veranstaltung Erlebniszentrum,52.5096488,13.3759441,True,,Freizeiteinrichtungen - Veranstaltung
Kaufhaus Karstadt am Hermannplatz,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Hermannplatz,1929,"denkmalgeschütztes Expressionismus Rolltreppen Aufzügen Dachgarten Neugotik Expressionismus Art déco denkmalgeschützt Rekonstruktion Fassadengliederung, vertikal Kaufhaus",52.4870183,13.4249841,True,Mittelalter - Gotik,Denkmalschutz - Denkmalschutz
Polizeiinspektion Charlottenburg,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Kaiserdamm1,1906–1910,Polizeiwache,52.5166023,13.3041054,True,,
Kaiserliches Patentamt,Berlin Bezirk Mitte Mitte Luisenstraße33/34,1887–1891,Bürogebäude,52.5205054,13.3805954,True,,
Albert-Einstein-Oberschule,Berlin Bezirk Neukölln Britz Parchimer Allee109,ca. 1993,Gymnasium 3-geschossig Attikageschoß Eingang Quadratfenster Flachdach Form: geschwungen Form: Kamm Gymnasium Lochfassade Mauerwerksfassade aus Ziegel Schule Putzfassade Gymnasium,52.4455505,13.4429433,True,,
Hochhaus,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg Markgrafenstraße,ca. 1990,Anbau Erweiterung Farbe Geschosswohnung Hochhaus Krümmung Mehrfamilienhaus,52.5062348,13.3944941,True,,Wohngebäude - Einfamilienhaus
Städtebauliches Gutachten und Vorentwürfe,Berlin Bezirk Reinickendorf Tegel Karolinenstraße,1983–1985,Blockrandbebauung IBA 1984 (Berlin) Mehrfamilienhaus Stadtplanung,52.5946588,13.2797695,True,,Öffentliche Gebäude - Stadtplanung
Krematorium Baumschulenweg,Berlin Bezirk Treptow-Köpenick Baumschulenweg Südostallee 55;Kiefholzstraße,1997–1998,Architektenwettbewerb Sichtbeton Tempel Grabkammer Belichtung Betonkonstruktion Flachdach Friedhofsgebäude Glasfassade Halle Krematorium Lamellen Oberlicht Sichtbeton Stütze aus Beton,52.4596111,13.4913031,True,,Öffentliche Gebäude - Verkehrsgebäude
Bahnhof Spandau,Berlin Bezirk Spandau Spandau Seegefelderstraße;Klosterstraße;Brunsbütteler Damm,ca. 1990,Bahnhof Wettbewerb,52.53476850000001,13.199458,True,,Öffentliche Gebäude - Bauhof
Sportpalast,Berlin Bezirk Tempelhof-Schöneberg Schöneberg Pallasstraße;Potsdamer Straße,1.4.1973,Sportanlage Sporthalle,52.49424699999999,13.3610651,True,,Sonstige Gebäude - Sportanlage
Krankenhaus Moabit,Berlin Bezirk Mitte Moabit Turmstraße,ca. 1900,Krankenhaus Fachwerk stationär Eklektizismus Denkmalschutz Krankenhaus Mauerwerk aus Ziegel,52.5263819,13.3422666,True,Klassizismus - Klassizismus,Denkmalschutz - Denkmalschutz
Mahnmal der Bücherverbrennung,Berlin Bezirk Mitte Mitte Bebelplatz,1996,Beleuchtung Kunst Lage: Platz unterirdisch Gedenkstätte Form: Quader,52.5161135,13.3948335,True,,Öffentliche Gebäude - Gedenkstätte
Reemtsma-Werk,Berlin Bezirk Charlottenburg-Wilmersdorf Schmargendorf Mecklenburgische Straße 32-36,1957–1959,Bürogebäude Erweiterbarkeit Industriebau Fabrik Skelettbau aus Beton,52.47733909999999,13.3045823,True,,Industriegebäude - Industriebau
Offenbarungskirche,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain Simplonstraße 31/37,25.9.1949,evangelische Kirche Notkirchen Bauhaus Gemeindezentrums Notkirchen Pfarrwohnung Dachreiter Kirche Glaubensrichtung: evangelisch Bartning-Notkirche Typ B,52.5072832,13.4612988,True,Moderne - Bauhaus,
Holzlagerhalle Bauer Holz GmbH & Co.,Berlin Bezirk Spandau Spandau Altonaer Straße83-91,1998,Bürogebäude Holzfassade Holzkonstruktion Lagerhalle Überdachung,52.53205879999999,13.1835471,True,,Sonstige Gebäude - Überdachung
Gebäude der Berliner Bank,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Hardenbergstraße32,ca. 1960,Bankgebäude,52.5081755,13.3298036,True,,Öffentliche Gebäude - Sanitärgebäude
Zionskirche,Berlin Bezirk Mitte Mitte Zionskirchplatz 1; Zionskirchstraße,,evangelische Votivkirche Kirche Neoromanik Historismus denkmalpflegerischen Restaurierung Kirche Votivkirche,52.535,13.4036111,True,Mittelalter - Vorromanik,
Erweiterung des ehemaligen Fabrikgebäudes der Auergesellschaft,Berlin Bezirk Mitte Moabit Friedrich-Krause-Ufer(Torfstraße34/35),1994–1998,Anbau Bürogebäude Erweiterung Flachdach Kubatur Lochfassade Steinplattenfassade,52.5386976,13.3522579,True,,
Roxy-Palast,Berlin Bezirk Tempelhof-Schöneberg Friedenau Hauptstraße78-79,1929,Kino Lichtspieltheater Stahlskelettbauweise Pylon Kino,52.47333,13.33686,True,,
Gleichrichterwerk Lichterfelde West,Berlin Bezirk Steglitz-Zehlendorf Lichterfelde(West) Schubertstraße 4,1932–1933,Umspannstation S-Bahnverkehr Mauerwerk aus Ziegel,52.4389098,13.2825934,True,,
Kulturhaus EKL,Berlin Bezirk Lichtenberg Lichtenberg Herzbergstraße 129,1949–1950,Kulturzentrum,52.5268403,13.4900198,True,,
Henriette-Herz-Park,Berlin Bezirk Mitte Tiergarten Bellevuestraße; Lennéstraße; Am Park,bis 2002,Form: Dreieck Park,52.5114592,13.3735387,True,,Freizeiteinrichtungen - Park
Landgericht Ⅲ,Berlin Bezirk Charlottenburg-Wilmersdorf Charlottenburg Tegeler Weg 17-20,1901–1906,Gerichtsgebäude,52.5267697,13.2976209,True,,Öffentliche Gebäude - Verkehrsgebäude
Wohnanlage,Berlin Bezirk Pankow Pankow Dettelbacher Weg,ca. 1930,Wohnanlage,52.5695748,13.426009,True,,
Dorfkirche Stralau,Berlin Bezirk Friedrichshain-Kreuzberg Friedrichshain(Stralau) Tunnelstraße 5-11,1459–1464,Spätgotik Orgelempore neugotischer Fachwerk Kreuzrippengewölbe Spätgotik Heiligen Ursula Petrus Franz von Assisi neugotisches Kirche Spätgotik Saalkirche,52.4914182,13.4792992,True,Mittelalter - Gotik,
Wohnen am Berlin-Museum Haus F Block 33 - Wohnpark Victoria,Berlin Bezirk Friedrichshain-Kreuzberg Kreuzberg,bis 1986,Blockrandbebauung Geschosswohnung IBA 1984 (Berlin) Mehrfamilienhaus,52.4983442,13.4065791,True,,Wohngebäude - Einfamilienhaus
Bürogebäude,Berlin Bezirk Steglitz-Zehlendorf Steglitz Schloßstraße40,ca. 1992,Bürogebäude,52.45663649999999,13.3195813,True,,
Wohn- und Geschäftshaus,Berlin Bezirk Mitte Mitte Französische Straße,1993–1996,Blockrandbebauung Geschäftshaus Mehrfamilienhaus,52.514786,13.3895265,True,,Wohngebäude - Einfamilienhaus
Interbau-Bauteil (Wohnhaus),Berlin Bezirk Mitte Hansaviertel(Südliches Hansaviertel) Hanseatenweg6,1957,3-geschossig IBA 1957 (Interbau) Mehrfamilienhaus,52.5213115,13.3433225,True,,Wohngebäude - Einfamilienhaus
Wohnbebauung,Berlin Bezirk Pankow Pankow Kissingenstraße; Neumannstraße; Stubnitzstraße; Granitzstraße; Mittenberger Weg,1925–1930,Blockrandbebauung Geschosswohnung Mehrfamilienhaus Wohnanlage,52.5683151,13.4191706,True,,Wohngebäude - Einfamilienhaus
Klosterhof,Berlin Bezirk Steglitz-Zehlendorf Wannsee Königstraße,ca. 1850,Kloster,52.4165516,13.1346899,True,,
Reichsschulden-Verwaltung,Berlin Bezirk Mitte Mitte Oranienstraße106-109,1919–1924,verputzt Risalite Maria Wolkenkratzer modernen Gebäuden Denkmalschutz Foyer Bürogebäude Verwaltungsgebäude,52.5063373,13.4005654,True,Moderne - Postmoderne,Öffentliche Gebäude - Regierungsgebäude
Museum Dahlem,Berlin Bezirk Steglitz-Zehlendorf Dahlem Arnimallee23-27;Lansstraße8,1914–1921,Museumsinsel Museum,52.4582353,13.2870827,True,,Öffentliche Gebäude - Mausoleum
Stadthaus Chausee Straße,Berlin Bezirk Mitte Mitte Chausseestraße8,bis 1999,,52.5286971,13.3876766,True,,
Rathausstraße Berlin,Berlin Bezirk Lichtenberg Rathausstraße,1968–1972,Geschäftshaus Mehrfamilienhaus Stadtplanung,52.5147374,13.4813388,True,,Öffentliche Gebäude - Stadtplanung
